2019-04-07 15:34:35.460117, 54
2019-04-07 15:39:55.956719, 49
2019-04-07 15:45:14.325605, 52
2019-04-07 15:50:31.906597, 51
2019-04-07 15:55:49.566885, 47
2019-04-07 16:01:07.890469, 46
2019-04-07 16:06:24.850500, 46
2019-04-07 17:29:09.532482, 60
2019-04-07 17:34:32.068375, 69
2019-04-07 17:35:51.626907, 73
2019-04-07 17:38:00.879787, 73
2019-04-07 17:43:30.023166, 72
2019-04-07 17:48:51.025251, 72
2019-04-07 17:54:10.373452, 74
2019-04-07 17:59:28.490040, 74
2019-04-07 18:04:45.203751, 77
2019-04-07 18:10:04.621136, 67
2019-04-07 18:15:23.184998, 61
2019-04-07 18:20:41.385927, 64
2019-04-07 18:25:58.238692, 68
2019-04-07 18:31:15.613937, 71
2019-04-07 18:36:38.655903, 66
2019-04-07 18:41:56.863826, 65
2019-04-07 18:47:14.095078, 63
2019-04-07 18:52:34.521893, 63
2019-04-07 18:57:51.506339, 70
2019-04-07 19:03:09.039133, 67
2019-04-07 19:59:25.081917, 42
2019-04-07 20:29:00.145373, 52
2019-04-07 20:34:19.592764, 55
2019-04-07 20:39:38.866520, 58
2019-04-07 20:44:57.467209, 54
2019-04-07 20:50:15.951248, 53
2019-04-07 20:55:37.977887, 50
2019-04-07 21:00:57.534477, 50
2019-04-07 21:06:17.956644, 53
2019-04-07 21:11:36.371533, 48
2019-04-07 21:16:53.791578, 49
2019-04-07 21:22:11.078639, 48
2019-04-07 21:27:30.122790, 48
2019-04-07 21:39:04.917777, 42
2019-04-07 21:44:22.564464, 42
2019-04-07 21:49:41.930705, 42
2019-04-07 21:54:59.454223, 47
2019-04-07 22:00:16.616642, 54
2019-04-07 22:05:33.703405, 47
2019-04-07 22:10:52.617517, 43
2019-04-07 22:16:11.308102, 47
2019-04-07 22:21:29.225717, 47
2019-04-07 22:26:45.635234, 45
2019-04-07 22:32:02.313583, 46
2019-04-07 22:37:19.250152, 45
2019-04-07 22:42:37.089499, 44
2019-04-07 22:47:53.756644, 38
2019-04-07 22:53:10.610730, 36
2019-04-07 22:58:27.738777, 39
2019-04-07 23:03:45.017058, 33
2019-04-07 23:15:40.110301, 36
